PRCTL50,PRCTL75,GREATERthanMAX025,SKEWNESS,TIMESLOTS90PRCTL,PRCTL90,DIFF_MAD4,PRCTL25,TIMESLOTS50PRCTL,GREATERthanMAX050,DIFF_PRCTL7,DIFF_MAD3,DIFF_PRCTL6,DIFF_MAD7,DIFF_MAD1,GREATERthanMAX075,ANOMALOUS
0.8199855811692445,0.8661267675900086,0.7219570405727924,0.1368039292714301,0.7311320754716979,0.834915221897294,0.28408291655882084,0.614308976991806,0.2290748898678414,0.3957845433255269,0.5422663962564376,0.287010681382075,0.7796444742908317,0.28375041567795845,0.3006161335783273,0.18518518518518517,0
0.887806633761479,0.7589621840916643,0.7267303102625299,0.16950261828142507,0.8867924528301887,0.6426973715283775,0.10362281428853339,0.9230729853258115,0.5154185022026434,0.3840749414519906,0.4089165465304938,0.3567031902158838,0.49090237488241595,0.10359700614588371,0.32569397778737386,0.2962962962962963,0
0.7752526135321687,0.844202531072656,0.594272076372315,0.14739082697107417,0.9056603773584904,0.77147115093975,0.12130143794466516,0.6495312121674095,0.10132158590308382,0.20608899297423888,0.602156885186925,0.12566868089897695,0.897447444732447,0.012344679531011983,0.05907094635466113,0.16666666666666666,0
0.8070888113933534,0.678379726731382,0.9594272076372314,0.09761547071244638,0.8773584905660377,0.5802123935206112,0.0799436386400125,0.8720795108404849,0.44052863436123335,0.8735362997658079,0.31456595114202157,0.3751303923079934,0.5617812497896866,0.1272018304403567,0.06501404170592161,0.7777777777777778,0
0.7840909449024627,0.8564559016702036,0.7804295942720764,0.05063592383598192,0.7783018867924527,0.8092909489472508,0.01678528344483474,0.699190363880394,0.2290748898678414,0.4637002341920375,0.40536151799401443,0.04888057617988814,0.7957000607892191,0.4811944114750125,0.5085065248888951,0.12962962962962962,0
0.9485029194944219,0.6591392131106393,0.7118138424821002,0.09180258895724239,0.8301886792452828,0.616473484660264,0.05093213619730196,0.8438472437696731,0.537444933920705,0.3583138173302108,0.3402923155276123,0.0,0.5075527178424242,0.016396117360409437,0.19817236190699608,0.16666666666666666,0
0.9653679825004029,0.908936930968969,0.6837708830548926,0.11209550144831106,0.8207547169811318,0.8031776355147349,0.0,0.8716199149261801,0.23348017621145356,0.32552693208430916,0.37436500426849895,0.2929756449777987,0.6100451082436491,0.43248788763012,0.42399633210288395,0.12962962962962962,0
1.0,0.8271394435260968,0.8568019093078759,0.0860262804218859,0.8301886792452828,0.7287850049940112,0.13020539439047593,0.8194314910636624,0.5418502202643172,0.6252927400468383,0.5331028574080583,0.09555798139380996,0.5749146644077534,0.18364790033239575,0.04927448642705254,0.42592592592592593,0
0.8084415753360455,0.7474938718746047,0.5137231503579952,0.11741852942292683,0.7594339622641506,0.6566360444055719,0.07572364824904033,0.7751055202326826,0.36123348017621115,0.15456674473067916,0.6022594007272803,0.42556940467259186,0.8905993531547098,0.0204861824267309,0.07846215236620478,0.0,0
0.8808622305419624,0.710025438277974,0.8210023866348449,0.1489695082428148,0.891509433962264,0.6037651414267904,0.4182079428404981,0.8760798635710083,0.4757709251101323,0.6276346604215456,0.16817693048178217,0.1371743681392886,0.49565653450856395,0.27713350000568543,0.038407389815807144,0.611111111111111,0
0.956980523585166,0.7462784303358403,0.5835322195704058,0.09066564029306019,0.8726415094339619,0.5757887038668876,0.053318685674917404,0.9883202852932298,0.47136563876652016,0.23185011709601877,0.31650430811486485,0.07137255155606459,0.5343782208373309,0.06153260421048089,0.039198587357249334,0.05555555555555555,0
0.7693001736870337,0.8049621614615743,0.8335322195704058,0.12484824848967599,0.8726415094339619,0.6515346246659193,0.18750126730337868,0.7052596455357163,0.3480176211453747,0.5081967213114753,0.5013536304155166,0.2866560350144635,0.6637531167954913,0.15957192190476352,0.12076136412647093,0.37037037037037035,0
0.9403859693944672,0.8493163141344453,0.9218377088305489,0.0,0.8962264150943393,0.7610513221052919,0.13953794273031978,0.8112006139902483,0.356828193832599,0.7587822014051522,0.5691606096197792,0.41039750852672935,0.7032625817749594,0.12034698190706043,0.060977009769632384,0.5740740740740741,0
0.9058441703591378,0.7557976746554307,0.915871121718377,0.10064593383126845,0.9150943396226414,0.6681162278888753,0.13726831581183244,0.9109340483599526,0.4757709251101323,0.7704918032786885,0.2974538019760895,0.09570946309923063,0.5153941783923939,0.29785633843008863,0.6435331200341966,0.5555555555555556,0
0.9420995339054694,0.9192657153114159,0.7684964200477328,0.07929466838910337,0.7264150943396226,0.8645552445133706,0.22683934932687663,0.6389093153739696,0.0792951541850222,0.3700234192037471,0.5712534114023273,0.0873829369674383,0.6847930624557526,0.07314179477555059,0.010852680600709493,0.14814814814814814,0
0.9613095440948058,0.762303825410916,0.8389021479713604,0.07504936638549718,0.8867924528301887,0.6406489920157328,0.14808857816209026,0.9808714685845645,0.40969162995594743,0.594847775175644,0.4471001532062693,0.12242571979550736,0.6489015573862122,0.004089194104036374,0.5318270654235121,0.35185185185185186,0
0.8865440882830546,0.7566331364172656,0.6819809069212411,0.10572075013237321,0.9386792452830188,0.6400269558642924,0.014545107508688466,0.7763471765117345,0.4449339207048455,0.32084309133489464,0.39189281142229104,0.1893073243050761,0.6018938634998641,0.0981090498037759,0.22582628663386473,0.1111111111111111,0
0.9491342288780144,0.8471139949617192,0.9510739856801911,0.07328026096537968,0.8443396226415092,0.7652775514458274,0.26962376683427397,0.6865914573450151,0.10132158590308382,0.8454332552693208,0.5061856638507982,0.32535857457158557,0.703041747525031,0.0,0.3915510432348402,0.9444444444444444,0
0.9994588357919147,0.7534937258076624,0.7052505966587113,0.046769675063413646,0.8867924528301887,0.5301095514157397,0.0431132151892029,0.9748477728654574,0.4581497797356828,0.3957845433255269,0.13908094594237763,0.4158992683632541,0.06951721911176811,0.04290941716451092,0.32682245369837876,0.18518518518518517,0
0.9451659356479244,0.8022784385649644,0.714200477326969,0.06863433046186276,0.8962264150943393,0.7213437167079584,0.031834954600050584,0.9190726325952889,0.27312775330396466,0.3161592505854801,0.36759069678186274,0.1753979764299135,0.6282713328439593,0.13117568618620246,0.442679096885788,0.2592592592592593,0
0.911976900555287,0.6618735451166835,0.798329355608592,0.11797999488324622,0.8962264150943393,0.5319170727441627,0.14879578658332637,0.9119455330266373,0.5462555066079293,0.5667447306791569,0.3450400012057151,0.11862380167946589,0.2802597046456432,0.1243497152839371,0.40778648069560663,0.31481481481481477,0
0.807720120776946,0.7989874063551465,0.5077565632458234,0.13155400682470125,0.7358490566037732,0.7641658426495925,0.2308423336896897,0.7141802901358005,0.31277533039647576,0.14988290398126464,0.5512099445147709,0.0009748619602579379,0.5885439121223195,0.12769932633266753,0.05362249757255706,0.05555555555555555,0
0.8859127788994623,1.0000000000000002,0.8126491646778043,0.10529477369653677,0.6650943396226414,1.0,0.416363659288374,0.5004599695695182,0.0,0.49648711943793916,1.0000000000000004,0.04512165465882889,0.9147172749953594,0.4199831600496804,0.4013962814854998,0.24074074074074073,0
0.996843453082038,0.7554938142707404,0.6670644391408115,0.07014072412899866,0.891509433962264,0.5179878027390306,0.0620223457957289,0.9516269695366377,0.5286343612334798,0.32084309133489464,0.10269479332971576,0.29998242584661694,0.08043296648711618,0.040394557503439094,0.31471386054409395,0.09259259259259259,0
0.943632734776697,0.7831899580006108,0.9498806682577565,0.07462300468780207,0.8396226415094339,0.6984332572930319,0.018107207268177303,0.8797584991615173,0.4229074889867839,0.7704918032786885,0.49825025968365244,0.09358272465666093,0.47245000498265544,0.15550720621256758,0.05203239541826035,0.5925925925925926,0
0.9215368330622016,0.817367153659337,0.8478520286396182,0.10277005639363104,0.882075471698113,0.8486499247806396,0.06580422532190543,0.7410793553999158,0.33039647577092524,0.6861826697892272,0.6929070885392581,0.22273165641671755,0.7966592120072846,0.1325463803751947,0.1683584412636567,0.4814814814814815,0
0.8104257219510905,0.6652911001000865,0.6026252983293556,0.1479313807676575,0.8443396226415092,0.5652871423753232,0.09488210974192948,0.8758041060224251,0.40088105726872225,0.22248243559718972,0.4867379286459017,0.675769600740664,0.3630132348921524,0.42349677507600186,0.12160188643280248,0.07407407407407407,0
0.8621933845607113,0.8482533171082449,0.8436754176610979,0.12102329977836782,0.7783018867924527,0.8188341407868904,0.11836254839137146,0.7351016192722382,0.21585903083700408,0.6393442622950819,0.6660046306582941,0.059074826780315545,0.8144492413267104,0.03653327855750049,0.004864024203681455,0.4814814814814815,0
0.8098846310317659,0.6916707898004126,0.7410501193317423,0.13526807245171787,0.8254716981132075,0.4982989119502763,0.2467996753084787,0.9511217876861178,0.6387665198237888,0.4449648711943794,0.1751550379673117,0.13205637829152234,0.3939850053260505,0.3544041527723004,0.09871353746270797,0.12962962962962962,0
0.8033910269785456,0.7408354823346432,0.8305489260143198,0.1562953467662755,0.8726415094339619,0.6137061470842102,0.044500694484405974,0.8867477199558786,0.4229074889867839,0.6604215456674473,0.4008541544087003,0.20432191442470754,0.4356740277272442,0.0497691402171462,0.1904449220808876,0.40740740740740744,0
0.8710317892197657,0.7804050168851326,0.8544152744630072,0.077829519680291,0.8962264150943393,0.6954344644048129,0.18893084925148274,0.8169941380969892,0.3480176211453747,0.5714285714285714,0.47738062498069533,0.20592045557640554,0.6113325309729447,0.18298662366265891,0.0008146505148404204,0.40740740740740744,0
0.8625541118402611,0.7928608239204158,0.743436754176611,0.1832557433067108,0.7594339622641506,0.7127798701579113,0.050242154224498674,0.7935439104662318,0.26431718061674037,0.5035128805620609,0.43082390859374753,0.1930157329856583,0.8412590138848657,0.04526800092842772,0.15572994584747568,0.2592592592592593,0
0.858315309794889,0.7073925302188846,0.4385441527446301,0.1988047962630547,0.8867924528301887,0.542706506780231,0.03552354962950117,1.0,0.5770925110132161,0.11943793911007028,0.12043345122371862,0.0500162735854779,0.35626722898383356,0.3640917533728148,0.19769534116463994,0.0,0
0.9865620660160238,0.7605822927778123,0.9075178997613365,0.0032432846184183156,1.0,0.6371771623332805,0.060504034257141535,0.9027491308779698,0.5418502202643172,0.7564402810304449,0.34678332497441255,0.03481159115249098,0.4105938734489607,0.07319131640450861,0.43724941907429116,0.611111111111111,0
0.9212662509581591,0.7956457650358943,0.8639618138424822,0.0594995886322808,0.8018867924528301,0.7238347545051176,0.0363814143100633,0.8985649397817248,0.2687224669603525,0.5901639344262295,0.581536413982525,0.3991626108262669,0.5269439272365117,0.01490247761273871,0.11020123463067036,0.33333333333333337,0
0.9650072552208533,0.7837470696605588,0.8478520286396182,0.09851406083944116,0.891509433962264,0.6356821056762754,0.2441855545056671,0.9565472614061994,0.5859030837004404,0.5925058548009368,0.49964742562885744,0.1680895467104504,0.7589394490892927,0.3387713285940172,0.24459947608069513,0.38888888888888884,0
0.9037698785685855,0.8187344225264026,0.8842482100238664,0.0724412458342912,0.8962264150943393,0.6915250395228028,0.019915614300641198,0.8152469263122022,0.3656387665198242,0.7049180327868853,0.5855375044971782,0.580834100391983,0.6155850194023582,0.2549070635690069,0.04872808235471984,0.6296296296296297,0
0.9890873035503935,0.917822738508286,1.0,0.054080542616102394,0.740566037735849,0.8524595345592809,0.39618300452244903,0.7911069311547738,0.044052863436123246,1.0,0.47458021229222735,0.5030109439786734,0.674166422669213,0.4792975290016322,0.0,0.9999999999999999,0
0.8907828170396662,0.8069114350871305,0.8484486873508353,0.06085045649225832,0.8066037735849054,0.7325584498801243,0.2791453584582638,0.9344302355821394,0.3744493392070485,0.5620608899297423,0.3652389201517363,0.2676434601942462,0.6306073432435619,0.26794089292096285,0.9010050906525633,0.33333333333333337,0
0.9057539518948701,0.8150130071583088,0.880071599045346,0.05452902479320952,0.882075471698113,0.6854645268333734,0.09997787173043408,0.7922103350043184,0.3083700440528636,0.702576112412178,0.674184647051828,0.21432915272837166,0.4401407014590948,0.34500484617303895,0.050615901971121716,0.40740740740740744,0
0.0,0.0,0.0,0.3505622346667652,0.5283018867924527,0.0,0.7529173580183381,0.5492458890453262,1.0000000000000009,0.0,0.03474306874823663,1.0,0.3880735639550492,0.31326486102659,0.24639204893832853,0.0,1
0.33991693598453965,0.2284809963822716,0.3215990453460621,0.3340710434659378,0.740566037735849,0.10161958684792838,0.241413873556847,0.6772115904858422,0.7665198237885464,0.14988290398126464,0.0829914034675947,0.1708264367560141,0.20058500196914064,0.029037092504527448,0.2256962903763857,0.05555555555555555,1
0.5054110191263878,0.32643040167380377,0.5417661097852029,0.12271832650763279,0.7641509433962264,0.09018229492715779,0.15851588482915216,0.8679876125823167,0.75330396475771,0.2997658079625293,0.0,0.14347718488999292,0.0,0.006354818045353476,0.12434809909909195,0.37037037037037035,1
0.04933286340580034,0.3073164108266464,0.009546539379474944,1.0,0.0,0.888186831885255,1.0,0.0,0.2775330396475768,0.10304449648711944,0.7500339107082197,0.23661704099863343,1.0,0.9999999999999999,1.0,0.31481481481481477,1
